Player Name,Alt Player Name,dob,age,ioc,hand,height,wikipedia_intro,photo_url,name_first,name_last,wikidata_id,Index Player Name,is_duplicate
Riccardo Bonadio,R. Bonadio,1993-07-13,31.0,ITA,U,,Riccardo Bonadio (born 13 July 1993) is an Italian former professional tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Bonadio_WMQ22_%2838%29_%2852191197626%29.jpg/220px-Bonadio_WMQ22_%2838%29_%2852191197626%29.jpg,Riccardo,Bonadio,Q31293913,Bonadio R.,0
Richard Gasquet,R. Gasquet,1986-06-18,38.0,FRA,R,185.0,"Richard Gabriel Cyr Gasquet (French: [ʁiʃaʁ ɡaskɛ]; born 18 June 1986) is a French professional tennis player. His career-high ATP singles ranking is world No. 7, attained on 9 July 2007. He has won 16 singles titles on the ATP Tour, tied for eighth most among active players. He is also fourth among active players with over 600 career match wins. His best performances in Grand Slam singles tournaments have been three semifinal appearances, two at the Wimbledon Championships (in 2007 and 2015) and once at the US Open (in 2013). His best performance in ATP World Tour Masters 1000 singles tournaments was being the runner-up in Hamburg in 2005 and Toronto in 2006 and 2012. He won the mixed doubles title at the 2004 French Open, partnering with Tatiana Golovin. He also won the men's doubles Olympic bronze medal in 2012 with his doubles partner Julien Benneteau. Gasquet is best known for his elegant groundstrokes and his one-handed backhand.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Gasquet_BOR22_%2852084213479%29.jpg/220px-Gasquet_BOR22_%2852084213479%29.jpg,Richard,Gasquet,Q209436,Gasquet R.,0
Rigele Te,R. Te,1997-10-09,27.0,CHN,U,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Flag_of_the_People%27s_Republic_of_China.svg/23px-Flag_of_the_People%27s_Republic_of_China.svg.png,Rigele,Te,Q18552831,Te R.,0
Rinky Hijikata,R. Hijikata,2001-02-23,23.0,AUS,U,,"Rinky Hijikata (リンキー・ヒジカタ, born 23 February 2001) is an Australian professional tennis player. He achieved a career high ATP rankings in  singles of world No. 62 on 26 August 2024 and in doubles of No. 23 on 30 October 2023.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Rinky_Hijikata_%282023_Cary_2%29_03_%28cropped%29.jpg/220px-Rinky_Hijikata_%282023_Cary_2%29_03_%28cropped%29.jpg,Rinky,Hijikata,Q60227425,Hijikata R.,0
Rio Noguchi,R. Noguchi,1998-12-28,25.0,JPN,U,,"Rio Noguchi (野口莉央, Noguchi Rio, born 28 December 1998) is a Japanese tennis player.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Noguchi_WMQ23_%2853061881644%29.jpg/220px-Noguchi_WMQ23_%2853061881644%29.jpg,Rio,Noguchi,Q106362909,Noguchi R.,0
Roberto Bautista Agut,R. Bautista Agut,1988-04-14,36.0,ESP,R,183.0,"Roberto Bautista Agut (Spanish pronunciation: [roˈβeɾto βawˈtista aˈɣut]; born 14 April 1988) is a Spanish professional tennis player. He has been ranked as high as world No. 9 by the ATP in singles, achieved on 4 November 2019.Bautista Agut has won eleven ATP singles titles out of twenty one  finals, the biggest win being the 2018 Dubai Tennis Championships, an ATP 500 tournament. His biggest final has been the 2016 Shanghai Masters, where he lost to Andy Murray. His best result at a major has been at the 2019 Wimbledon Championships, where he reached the semifinals.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Bautista_Agut_MCM23_%2814%29_%2852883313449%29.jpg/220px-Bautista_Agut_MCM23_%2814%29_%2852883313449%29.jpg,Roberto,Bautista Agut,Q966542,Bautista R.,0
Roberto Carballes Baena,R. Carballes Baena,1993-03-23,31.0,ESP,R,183.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Carballes_Baena_RG19_%282%29_%2848199369226%29.jpg/220px-Carballes_Baena_RG19_%282%29_%2848199369226%29.jpg,Roberto,Carballes Baena,Q16146051,Carballes Baena R.,0
Roberto Marcora,R. Marcora,1989-08-30,35.0,ITA,R,194.0,Roberto Marcora (Italian pronunciation: [roˈbɛrto marˈkɔːra]; born 30 August 1989) is an Italian former tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Roberto_Marcora_4%2C_2015_Wimbledon_Qualifying_-_Diliff.jpg/220px-Roberto_Marcora_4%2C_2015_Wimbledon_Qualifying_-_Diliff.jpg,Roberto,Marcora,Q17274692,Marcora R.,0
Roberto Ortega Olmedo,R. Ortega Olmedo,1991-04-30,33.0,ESP,R,168.0,Roberto Ortega Olmedo (Spanish pronunciation: [roˈβeɾto oɾˈteɣa olˈmeðo]; born 30 April 1991) is a Spanish professional tennis player.,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Flag_of_Spain.svg/23px-Flag_of_Spain.svg.png,Roberto,Ortega Olmedo,Q16301398,Ortega Olmedo R.,0
Roberto Quiroz,R. Quiroz,1992-02-23,32.0,ECU,L,193.0,Roberto Quiroz Gómez (Latin American Spanish: [roˈβeɾto kiˈɾos]; born 23 February 1992) is an Ecuadorian professional tennis player. ,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Quiroz_RGQ19_%2849%29_%2848002673156%29.jpg/220px-Quiroz_RGQ19_%2849%29_%2848002673156%29.jpg,Roberto,Quiroz,Q5405365,Quiroz R.,0
Robin Haase,R. Haase,1987-04-06,37.0,NED,R,190.0,Robin Haase (Dutch pronunciation: [ˈrɔbɪn ˈɦaːzə]; born 6 April 1987) is a Dutch professional tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Haase_RG19_%2814%29_%2848199227592%29.jpg/220px-Haase_RG19_%2814%29_%2848199227592%29.jpg,Robin,Haase,Q441037,Haase R.,0
Rodrigo Pacheco Mendez,R. Pacheco Mendez,2005-04-25,19.0,MEX,U,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Rodrigo_Pacheco_M%C3%A9ndez_%282023_French_Open%29_02.jpg/220px-Rodrigo_Pacheco_M%C3%A9ndez_%282023_French_Open%29_02.jpg,Rodrigo,Pacheco Mendez,,Pacheco Mendez R.,0
Roger Federer,R. Federer,1981-08-08,43.0,SUI,R,185.0,"Roger Federer (German pronunciation: [ˈrɔdʒər ˈfeːdərər]; born 8 August 1981) is a Swiss former professional tennis player. He was ranked world No. 1 in singles by the Association of Tennis Professionals (ATP) for 310 weeks, including a record 237 consecutive weeks, and finished as the year-end No. 1 five times. He won 103 singles titles on the ATP Tour, the second most of all time, including 20 major men's singles titles (among which a record eight men's singles Wimbledon titles, and an Open Era joint-record five men's singles US Open titles) and six year-end championships.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Roger_Federer_2015_%28cropped%29.jpg/220px-Roger_Federer_2015_%28cropped%29.jpg,Roger,Federer,Q1426,Federer R.,0
Rogerio Dutra Silva,R. Dutra Silva,1984-02-03,40.0,BRA,R,178.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Dutra_Silva_WMQ14_%2823%29_%2814420413039%29.jpg/220px-Dutra_Silva_WMQ14_%2823%29_%2814420413039%29.jpg,Rogerio,Dutra Silva,Q600087,Dutra Silva R.,0
Roman Andres Burruchaga,R.A. Burruchaga,2002-01-23,22.0,ARG,U,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Flag_of_Argentina.svg/23px-Flag_of_Argentina.svg.png,Roman Andres,Burruchaga,,Burruchaga R.A.,0
Roman Safiullin,R. Safiullin,1997-08-07,27.0,RUS,R,185.0,"Roman Rishatovich Safiullin (born 7 August 1997) is a Russian professional tennis player. Safiullin has a career high ATP singles ranking of world No. 36 achieved on 8 January 2024, and in doubles of world No. 151 achieved on 19 August 2024.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Safiullin_MLC21_%2851602479998%29.jpg/220px-Safiullin_MLC21_%2851602479998%29.jpg,Roman,Safiullin,Q18637944,Safiullin R.,0
Ruben Bemelmans,R. Bemelmans,1988-01-14,36.0,BEL,L,183.0,"Ruben Bemelmans (Flemish pronunciation: [ˈrybə(m) ˈbeːməlmɑns]; born 14 January 1988) is a Belgian coach and former professional tennis player. He has a career-high ATP ranking of world No. 84 in singles, achieved on 28 September 2015, and world No. 128 in doubles, achieved on 1 October 2012. Bemelmans competed mainly on the ATP Challenger Tour.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Bemelmans_MLC21_%2851602285796%29.jpg/220px-Bemelmans_MLC21_%2851602285796%29.jpg,Ruben,Bemelmans,Q718187,Bemelmans R.,0
Rudolf Molleker,R. Molleker,2000-10-26,24.0,GER,R,185.0,Rudolf Molleker (born 26 October 2000) is a German tennis player. Molleker achieved a career high ATP singles ranking of World No. 146 on 29 July 2019 and a doubles ranking of World No. 376 on 21 March 2022.,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Molleker_RGQ19_%2844%29_%2848002619507%29.jpg/220px-Molleker_RGQ19_%2844%29_%2848002619507%29.jpg,Rudolf,Molleker,Q33191522,Molleker R.,0
Rui Machado,R. Machado,1984-04-10,40.0,POR,R,178.0,"Rui Machado (born April 10, 1984, in Faro) is a Portuguese retired professional tennis player who is regarded as one of the best Portuguese players of all time. In October 2011, he achieved a career-high singles world ranking at 59, at the time the highest ranking a Portuguese player had ever held (since surpassed by João Sousa, Gastão Elias and Nuno Borges).",https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Rui_Machado_5%2C_2015_Wimbledon_Qualifying_-_Diliff.jpg/220px-Rui_Machado_5%2C_2015_Wimbledon_Qualifying_-_Diliff.jpg,Rui,Machado,Q440127,Machado R.,0
Ryan Harrison,R. Harrison,1992-05-07,32.0,USA,R,183.0,"Ryan Harrison (born May 7, 1992) is an American former professional tennis player. Harrison won one career ATP title in singles at the 2017 Memphis Open to go along with four in doubles, including the 2017 French Open.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Ryan_Harrison_%282023_DC_Open%29_09_%28cropped%29.jpg/220px-Ryan_Harrison_%282023_DC_Open%29_09_%28cropped%29.jpg,Ryan,Harrison,Q53563,Harrison R.,0
Ryan Peniston,R. Peniston,1995-11-10,29.0,GBR,U,,"Ryan Harold Peniston (born 10 November 1995) is a British tennis player from Essex. He has a career-high singles ranking of world No. 123, achieved in July 2022, and a doubles ranking of world No. 384 achieved in June 2022.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Ryan_Peniston_%2850126482307%29_%28cropped%29.jpg/220px-Ryan_Peniston_%2850126482307%29_%28cropped%29.jpg,Ryan,Peniston,Q100906747,Peniston R.,0
Ryan Shane,R. Shane,1994-04-15,30.0,USA,R,193.0,"Ryan John Shane (born April 15, 1994) is an American professional tennis player. He played college tennis at the University of Virginia. On May 25, 2015, Shane won the NCAA Men's Singles Championship. This victory also earned him a wild card into the main draw of the 2015 US Open.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Ryan_Shane_%28cropped%29.jpg/220px-Ryan_Shane_%28cropped%29.jpg,Ryan,Shane,Q20745305,Shane R.,0
Saketh Myneni,S. Myneni,1987-10-19,37.0,IND,R,193.0,"Saketh Myneni (born 19 October 1987) is an Indian professional tennis player. He has a career-high doubles ranking of No. 74 achieved on 16 January 2023. He was conferred with the prestigious Arjuna Award in 2017 and represents India in the Davis Cup. He won a gold medal in Mixed doubles and a silver medal in the men's doubles event at the Incheon Asian Games 2014. He has won 10 ITF and 2 ATP Challenger singles titles. Also, 18 ITF and 14 ATP Challenger doubles titles.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Saketh_Myneni_4%2C_2015_Wimbledon_Qualifying_-_Diliff.jpg/220px-Saketh_Myneni_4%2C_2015_Wimbledon_Qualifying_-_Diliff.jpg,Saketh,Myneni,Q15727687,Myneni S.,0
Salvatore Caruso,S. Caruso,1992-12-15,31.0,ITA,R,185.0,"Salvatore Caruso (Italian pronunciation: [salvaˈtoːre kaˈruːzo]; born 15 December 1992) is an Italian professional tennis player. He has a career high ATP singles ranking of No. 76 achieved on 16 November 2020. He also has a career high ATP doubles ranking of No. 166 achieved on 18 January 2021. Caruso has won 5 ITF Futures singles and two ATP Challenger singles titles, and 4 ITF Futures and one ATP Challenger doubles titles in his career.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Caruso_RG21_%2849%29_%2851376195376%29.jpg/220px-Caruso_RG21_%2849%29_%2851376195376%29.jpg,Salvatore,Caruso,Q16941640,Caruso S.,0
Sam Groth,S. Groth,1987-10-19,37.0,AUS,R,193.0,"Samuel Groth OLY, MP (born 19 October 1987) is an Australian politician and a former professional tennis player. Sitting as a member of the Victorian Legislative Assembly, Groth represents the Liberal Party in the seat of Nepean. He is also the Shadow Minister for Youth and Shadow Minister for Tourism, Sport and Events since December 2022.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Stakhovsky_%26_Groth_%2819646610795%29_%28cropped%29.jpg/220px-Stakhovsky_%26_Groth_%2819646610795%29_%28cropped%29.jpg,Sam,Groth,Q1284978,Groth S.,0
Sam Querrey,S. Querrey,1987-10-07,37.0,USA,R,198.0,"Samuel Austin Querrey (; born October 7, 1987) is an American professional pickleball and former tennis player. He reached a career-high singles ranking of world No. 11 achieved on February 26, 2018, and won ten ATP singles titles. Known for his powerful serve, Querrey holds the record for consecutive service aces in a match with 10. He was also a capable doubles player, with five ATP doubles titles and a career-high doubles ranking of No. 23 achieved on May 17, 2010. His best performance in a Grand Slam singles event was at the 2017 Wimbledon Championships, where he reached the semifinals after defeating world No. 1 Andy Murray in the quarterfinals to become the first American man to reach the last four of a Grand Slam in eight years. At the same tournament the previous year, he defeated world No. 1 Novak Djokovic to reach the quarterfinals, ending his Grand Slam win streak of 4 in a row. Other career highlights for Querrey include defeating former world number one Rafael Nadal in the Acapulco final of 2017, reaching the quarterfinals at the 2017 US Open and the 2019 Wimbledon Championships, and, in the 2015 US Open,  reaching the mixed doubles final with Bethanie Mattek-Sands and the men's doubles semifinals with Steve Johnson. He also reached the semifinals of the Davis Cup three times with the United States team, in 2008, 2012, and 2018.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Querrey_RGQ22_%2833%29_%2852129529601%29.jpg/220px-Querrey_RGQ22_%2833%29_%2852129529601%29.jpg,Sam,Querrey,Q54538,Querrey S.,0
Sam Riffice,S. Riffice,1999-03-01,25.0,USA,R,188.0,Sam Riffice (born 1 March 1999) is an American tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Flag_of_the_United_States_%2823px%29.png/23px-Flag_of_the_United_States_%2823px%29.png,Sam,Riffice,Q108285013,Riffice S.,0
Sandro Ehrat,S. Ehrat,1991-04-18,33.0,SUI,R,180.0,"Sandro Ehrat (born 18 April 1991) is a Swiss tennis player. Ehrat has a career high ATP singles ranking of 286, achieved on 9 September 2019 and a career high ATP doubles ranking of 467, achieved on 12 July 2021. Ehrat made his ATP main draw debut at the 2010 MercedesCup, partnering Raphael Hemmeler in doubles, but they lost in the first round.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Flag_of_Switzerland_%28Pantone%29.svg/15px-Flag_of_Switzerland_%28Pantone%29.svg.png,Sandro,Ehrat,Q1689243,Ehrat S.,0
Santiago Fa Rodriguez Taverna,S.F. Rodriguez Taverna,1999-07-16,25.0,ARG,R,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Rodriguez_Taverna_RGQ22_%2815%29_%2852128507232%29.jpg/220px-Rodriguez_Taverna_RGQ22_%2815%29_%2852128507232%29.jpg,Santiago Fa,Rodriguez Taverna,,Rodriguez Taverna S.F.,0
Santiago Giraldo,S. Giraldo,1987-11-27,36.0,COL,R,188.0,"Santiago Giraldo Salazar (Latin American Spanish: [sanˈtjaɣo xiˈɾaldo salaˈsaɾ], born 27 November 1987) is a retired Colombian professional tennis player. He played on the ATP tour and represented Colombia in the Davis Cup competition. His best tournament result is reaching the final in the 2014 Barcelona Open Banc Sabadell. He is the highest-ranked tennis singles player in Colombia's history, with a career-high singles ranking of 28th in the world, and 77th in doubles.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Giraldo_RG15_%2819%29_%2818687293873%29.jpg/220px-Giraldo_RG15_%2819%29_%2818687293873%29.jpg,Santiago,Giraldo,Q357335,Giraldo S.,0
Sasi Kumar Mukund,S.K. Mukund,1997-01-14,27.0,IND,R,185.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Mukund_Sasikumar_%282023_DC_Open%29_02_%28cropped%29.jpg/220px-Mukund_Sasikumar_%282023_DC_Open%29_02_%28cropped%29.jpg,Sasi Kumar,Mukund,Q84358193,Mukund S.K.,0
Sebastian Baez,S. Baez,2000-12-28,23.0,ARG,R,170.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Baez_RG22_%286%29_%2852144105338%29.jpg/220px-Baez_RG22_%286%29_%2852144105338%29.jpg,Sebastian,Baez,Q47396310,Baez S.,0
Sebastian Fanselow,S. Fanselow,1991-12-30,32.0,GER,U,,Sebastian Fanselow (born 30 December 1991) is a German tennis player.,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/23px-Flag_of_Germany.svg.png,Sebastian,Fanselow,Q106363154,Fanselow S.,0
Sebastian Korda,S. Korda,2000-07-05,24.0,USA,R,196.0,"Sebastian Korda ( KORD-ə; born July 5, 2000) is an American professional tennis player. He has a career-high ATP singles ranking of world No. 15 achieved on 12 August 2024 and a doubles ranking of No. 57 reached on 6 May 2024. He has won two ATP singles titles and one doubles title. He also won the junior title at the 2018 Australian Open, 20 years after his father Petr Korda won the Australian Open title.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Sebastian_Korda_%282023_DC_Open%29_02.jpg/220px-Sebastian_Korda_%282023_DC_Open%29_02.jpg,Sebastian,Korda,Q47500285,Korda S.,0
Sebastian Ofner,S. Ofner,1996-05-12,28.0,AUT,R,191.0,Sebastian Ofner (born 12 May 1996) is an Austrian professional tennis player. He has a career high ATP singles ranking of World No. 37 achieved on 8 January 2024. He is currently the No. 1 Austrian player.,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Ofner_RGQ23.jpg/220px-Ofner_RGQ23.jpg,Sebastian,Ofner,Q31171456,Ofner S.,0
Sekou Bangoura,S. Bangoura,1991-11-18,32.0,USA,R,183.0,"Sekou Bangoura Jr. (born November 18, 1991) is an American professional tennis player.",https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/23px-Flag_of_the_United_States.svg.png,Sekou,Bangoura,Q16941597,Bangoura S.,0
Sergiy Stakhovsky,S. Stakhovsky,1986-01-06,38.0,UKR,R,193.0,"Sergiy Eduardovych Stakhovsky (Ukrainian: Сергій Едуардович Стаховський, pronounced [serˈɦij stɐˈxɔu̯sʲkɪj]; born January 6, 1986) is a Ukrainian former tennis player. Stakhovsky turned professional in 2003 and played mostly at the Challenger level from 2005 to 2008. His career-high rankings were World No. 31 in singles (September 2010) and No. 33 in doubles (June 2011).",https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Sergiy_Stakhovsky_%2834962834550%29.jpg/220px-Sergiy_Stakhovsky_%2834962834550%29.jpg,Sergiy,Stakhovsky,Q211636,Stakhovsky S.,0
Shintaro Mochizuki,S. Mochizuki,2003-06-02,21.0,JPN,R,,"Shintaro Mochizuki (Japanese: 望月 慎太郎, Mochizuki Shintarō, born 2 June 2003) is a Japanese professional tennis player.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Mochizuki_RGQ23_%2852942982782%29.jpg/220px-Mochizuki_RGQ23_%2852942982782%29.jpg,Shintaro,Mochizuki,Q65557249,Mochizuki S.,0
Sho Shimabukuro,S. Shimabukuro,1997-07-30,27.0,JPN,U,,"Sho Shimabukuro (島袋 将, Shimabukuro Shō, born 30 July 1997) is a Japanese professional tennis player.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Shimabukuro_WMQ23_%2853062069285%29.jpg/220px-Shimabukuro_WMQ23_%2853062069285%29.jpg,Sho,Shimabukuro,Q105776866,Shimabukuro S.,0
Simon Hoenig,S. Hoenig,1991-07-24,33.0,GER,L,,404 Client Error: Not Found for url: https://en.wikipedia.org/wiki/Simon_Hoenig,,Simon,Hoenig,,Hoenig S.,0
Simone Bolelli,S. Bolelli,1985-10-08,39.0,ITA,R,183.0,"Simone Bolelli (Italian pronunciation: [siˈmoːne boˈlɛlli]; born 8 October 1985) is an Italian professional tennis player. Bolelli is a Grand Slam champion, having won the 2015 Australian Open doubles event with Fabio Fognini, together becoming the first male all-Italian pair to win a Major title in the Open Era. He has a career-high ATP ranking in doubles of World No. 8 achieved on 17 August 2015 and in singles of World No. 36 achieved on 23 February 2009.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Bolelli_WM14_%287%29_%2814643616345%29.jpg/220px-Bolelli_WM14_%287%29_%2814643616345%29.jpg,Simone,Bolelli,Q315970,Bolelli S.,0
Skander Mansouri,S. Mansouri,1995-07-23,29.0,TUN,R,,Skander Mansouri (born 23 July 1995) is a Tunisian tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Flag_of_Tunisia.svg/23px-Flag_of_Tunisia.svg.png,Skander,Mansouri,Q25016210,Mansouri S.,0
Somdev Devvarman,S. Devvarman,1985-02-13,39.0,IND,R,180.0,"Somdev Kishore Devvarman (born 13 February 1985) is an Indian former professional tennis player. He hit the headlines for being the only collegiate player to have made three consecutive finals at the NCAA, winning back-to-back finals in his junior and senior years at the University of Virginia. Only three other players have matched that record since 1950. His 44–1 win–loss record in 2008 at the NCAA Men's Tennis Championship is unprecedented.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Somdev_Devvarman_5%2C_2015_Wimbledon_Qualifying_-_Diliff.jpg/220px-Somdev_Devvarman_5%2C_2015_Wimbledon_Qualifying_-_Diliff.jpg,Somdev,Devvarman,Q337656,Devvarman S.,0
Soon Woo Kwon,S.W. Kwon,1997-12-02,26.0,KOR,R,180.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Kwon_RG22_%2821%29_%2852144070731%29.jpg/220px-Kwon_RG22_%2821%29_%2852144070731%29.jpg,Soon Woo,Kwon,Q28673930,Kwon S.W.,0
Stan Wawrinka,S. Wawrinka,1985-03-28,39.0,SUI,R,183.0,"Stanislas Wawrinka (French: [stanislas vavʁiŋka]; born 28 March 1985) is a Swiss professional tennis player. He reached a career-high Association of Tennis Professionals (ATP) singles ranking of world No. 3 on 27 January 2014. He is a three-time Grand Slam champion, at the 2014 Australian Open, the 2015 French Open and at the 2016 US Open, where he defeated the world No. 1 player in the final on all three occasions.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Wawrinka_RG19_%2816%29_%2848199015787%29.jpg/220px-Wawrinka_RG19_%2816%29_%2848199015787%29.jpg,Stan,Wawrinka,Q193661,Wawrinka S.,0
Stefan Kozlov,S. Kozlov,1998-02-01,26.0,USA,R,183.0,"Stefan Kozlov (Russian: Стефан Козлов,  STEF-ahn KOZ-lov; born February 1, 1998) is an American professional tennis player of Russian descent. He has a career-high ATP ranking of world No. 103 achieved on 18 July 2022 and doubles ranking of world No. 180 on 19 June 2017.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Kozlov_BOR22_%2852084206899%29.jpg/220px-Kozlov_BOR22_%2852084206899%29.jpg,Stefan,Kozlov,Q17364378,Kozlov S.,0
Stefano Napolitano,S. Napolitano,1995-04-11,29.0,ITA,R,196.0,"Stefano Napolitano (Italian pronunciation: [ˈstɛːfano napoliˈtaːno, ˈsteː-]; born 11 April 1995) is an Italian professional tennis player playing on the ATP Challenger Tour and Junior Grand Slam finalist. He reached his highest ATP singles ranking of world No. 121 on 17 June 2024 and a doubles ranking of No. 182, achieved on 3 April 2017.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Napolitano_WMQ18_%2817%29_%2828664393577%29.jpg/220px-Napolitano_WMQ18_%2817%29_%2828664393577%29.jpg,Stefano,Napolitano,Q16676852,Napolitano S.,0
Stefano Travaglia,S. Travaglia,1991-12-28,32.0,ITA,R,185.0,Stefano Travaglia (born 18 December 1991 in Ascoli Piceno) is an Italian tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Travaglia_WMQ18_%288%29_%2829680358098%29.jpg/220px-Travaglia_WMQ18_%288%29_%2829680358098%29.jpg,Stefano,Travaglia,Q3972751,Travaglia S.,0
Stefanos Tsitsipas,S. Tsitsipas,1998-08-12,26.0,GRE,R,193.0,"Stefanos Tsitsipas (Greek: Στέφανος Τσιτσιπάς, pronounced [ˈstefanos t͡sit͡siˈpas]; born 12 August 1998) is a Greek professional tennis player. He has been ranked as high as world No. 3 by the ATP, which he first achieved on 9 August 2021, making him the highest-ranked Greek, tied with Maria Sakkari.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Tsitsipas_S._MCM22_%2820%29_%2852036915350%29.jpg/220px-Tsitsipas_S._MCM22_%2820%29_%2852036915350%29.jpg,Stefanos,Tsitsipas,Q24450982,Tsitsipas S.,0
Stephane Robert,S. Robert,1980-05-17,44.0,FRA,R,185.0,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Robert_RG18_%281%29_%2842978782401%29.jpg/220px-Robert_RG18_%281%29_%2842978782401%29.jpg,Stephane,Robert,Q552542,Robert S.,0
Steve Darcis,S. Darcis,1984-03-13,40.0,BEL,R,178.0,"Steve Darcis (French pronunciation: [stiv daʁsi], born 13 March 1984) is a Belgian coach and former professional tennis player. In his career, he won two ATP titles and achieved a career-high singles ranking of world No. 38 on 22 May 2017.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Darcis_WMQ14_%2819%29_%2814627029543%29.jpg/220px-Darcis_WMQ14_%2819%29_%2814627029543%29.jpg,Steve,Darcis,Q164531,Darcis S.,0
Steve Johnson,S. Johnson,1989-12-24,34.0,USA,R,188.0,Steve Johnson may refer to:,,Steve,Johnson,Q53569,Johnson S.,0
Steven Diez,S. Diez,1991-03-17,33.0,CAN,R,180.0,"Steven Diez (Spanish: Díez, pronounced [ˈdi.eθ]; born March 17, 1991) is a Canadian and former Spanish professional tennis player. Raised primarily in and competing for Spain early in his career, he has since gone on to represent the country of his birth, Canada, in the Davis Cup. Diez was a member of the Canadian team that won the 2022 ATP Cup.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Diez_WMQ14_%282%29_%2814606983965%29.jpg/220px-Diez_WMQ14_%282%29_%2814606983965%29.jpg,Steven,Diez,Q13512839,Diez S.,0
Strong Kirchheimer,S. Kirchheimer,1995-04-26,29.0,USA,U,,Strong Kirchheimer (born 26 April 1995) is an American tennis player.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Strong_Kirchheimer_%282023_Cary_2%29_03_%28cropped%29.jpg/220px-Strong_Kirchheimer_%282023_Cary_2%29_03_%28cropped%29.jpg,Strong,Kirchheimer,,Kirchheimer S.,0
Sumit Nagal,S. Nagal,1997-08-16,27.0,IND,R,178.0,"Sumit Nagal (born 16 August 1997) is an Indian professional tennis player. He has a career-high singles ranking of world No. 68 achieved on 15 July 2024. Nagal is currently the No. 1 ranked Indian player. Since 2018, has been a member of India's national Davis Cup squad.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Nagal_RGQ22_%2814%29_%2852129786409%29.jpg/220px-Nagal_RGQ22_%2814%29_%2852129786409%29.jpg,Sumit,Nagal,Q20665358,Nagal S.,0
